epoch,stage,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,head,1.6556133234754522,22.872340425531913,1.5958844820658367,23.404255319148938,0.001
2,head,1.5723412899260825,30.0531914893617,1.5910345415274303,25.53191489361702,0.001
3,head,1.5677322326822485,28.72340425531915,1.5097882052262623,24.46808510638298,0.001
4,head,1.5189793109893799,34.57446808510638,1.5326104660828908,25.53191489361702,0.001
5,head,1.5410812941003353,31.382978723404257,1.5314350426197052,36.170212765957444,0.001
6,layer4,1.3682919284130663,41.223404255319146,1.2892900904019673,40.42553191489362,0.0001
8,layer4,1.2028307775233655,51.329787234042556,1.0320345759391785,53.191489361702125,0.0001
10,layer4,1.0481876857737278,61.96808510638298,0.7183547417322794,81.91489361702128,0.0001
12,layer4,0.8429840156372558,72.87234042553192,0.7554997776945432,62.765957446808514,0.0001
14,layer4,0.6937506737861228,77.65957446808511,0.3907859995961189,88.29787234042553,0.0001
11,deep,0.5670826587271183,84.84042553191489,0.288164800653855,97.87234042553192,1e-05
13,deep,0.5462412117643559,86.96808510638297,0.3218715786933899,98.93617021276596,1e-05
15,deep,0.5024862505019979,88.03191489361703,0.2677260326842467,98.93617021276596,1e-05
17,deep,0.5302977866314827,85.90425531914893,0.24943639586369196,97.87234042553192,1e-05
19,deep,0.4859138096266605,87.23404255319149,0.24477534492810568,97.87234042553192,1e-05
