epoch,stage,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,head,1.6706349452336628,33.333333333333336,1.4385662376880646,70.0,0.001
2,head,1.5855767965316772,30.833333333333332,1.2812525033950806,70.0,0.001
3,head,1.5498608112335206,40.833333333333336,1.2488523721694946,70.0,0.001
4,head,1.5464601357777914,40.833333333333336,1.216381087899208,70.0,0.001
5,head,1.4659923791885376,41.666666666666664,1.1488887667655945,70.0,0.001
6,layer4,1.370577299594879,42.5,1.1433763056993484,66.66666666666667,0.0001
8,layer4,1.37766805489858,44.166666666666664,0.7817934304475784,73.33333333333333,0.0001
10,layer4,1.1743103702863058,48.333333333333336,0.6748782843351364,70.0,0.0001
12,layer4,1.103205176194509,51.666666666666664,0.6390100754797459,76.66666666666667,0.0001
14,layer4,1.024661401907603,63.333333333333336,0.6038838624954224,70.0,0.0001
11,deep,0.9777498126029969,58.333333333333336,0.5466549880802631,83.33333333333333,1e-05
13,deep,1.001775892575582,55.0,0.5319267511367798,83.33333333333333,1e-05
15,deep,1.0101601521174113,60.0,0.5285649411380291,86.66666666666667,1e-05
17,deep,0.930034053325653,66.66666666666667,0.5572658255696297,76.66666666666667,1e-05
19,deep,0.9336854974428813,70.0,0.5098498575389385,83.33333333333333,1e-05
