epoch,stage,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate
1,head,1.7055872167859758,18.214285714285715,1.5703797075483534,35.714285714285715,0.001
2,head,1.639151872907366,24.642857142857142,1.5793740881813898,17.142857142857142,0.001
3,head,1.6121716942105975,26.071428571428573,1.5828362438413832,18.571428571428573,0.001
4,head,1.6092025348118373,19.285714285714285,1.5546470748053656,28.571428571428573,0.001
5,head,1.5781970228467668,24.285714285714285,1.5415121052000258,20.0,0.001
6,layer4,1.4782200847353255,35.0,1.305566840701633,47.142857142857146,0.0001
8,layer4,1.3434155464172364,46.785714285714285,1.1461292107899983,60.0,0.0001
10,layer4,1.192486924784524,55.714285714285715,0.9520962039629618,68.57142857142857,0.0001
12,layer4,1.0798618010112218,62.857142857142854,0.7274861070844862,75.71428571428571,0.0001
14,layer4,0.8429651635033744,71.42857142857143,0.6515066921710968,74.28571428571429,0.0001
11,deep,0.7552006227629525,76.78571428571429,0.4833292050494088,91.42857142857143,1e-05
13,deep,0.7554908590657371,75.0,0.4982062942451901,80.0,1e-05
15,deep,0.7034656848226275,75.71428571428571,0.41854750282234615,84.28571428571429,1e-05
17,deep,0.7094408290726798,74.28571428571429,0.43599216557211345,82.85714285714286,1e-05
19,deep,0.6770858253751483,78.57142857142857,0.43872783415847355,87.14285714285714,5e-06
